BUSINESS_DATE,SECURITY_NAME,SYMBOL,HIGH_PRICE
2023-07-13,SANJEN JALAVIDHYUT COMPANY LIMITED,SJCL,310.0
2023-07-17,SHIVAM CEMENTS LTD,SHIVM,665.9
2023-07-16,SHIVAM CEMENTS LTD,SHIVM,668.0
2023-07-13,SHIVAM CEMENTS LTD,SHIVM,680.0
2023-07-17,Sabaiko Laghubitta Bittiya Sanstha Limited,SABSL,749.0
2023-07-16,Sabaiko Laghubitta Bittiya Sanstha Limited,SABSL,740.0
2023-07-13,Sabaiko Laghubitta Bittiya Sanstha Limited,SABSL,753.6
2023-07-17,Sadhana Laghubitta Bittiya Sanstha Limited,SDLBSL,745.0
2023-07-16,Sadhana Laghubitta Bittiya Sanstha Limited,SDLBSL,744.0
2023-07-13,Sadhana Laghubitta Bittiya Sanstha Limited,SDLBSL,764.0
2023-07-17,Sagarmatha Jalabidhyut Company Limited,SMJC,257.1
2023-07-16,Sagarmatha Jalabidhyut Company Limited,SMJC,255.0
2023-07-13,Sagarmatha Jalabidhyut Company Limited,SMJC,263.0
2023-07-17,Sagarmatha Lumbini Insurance Co. Limited,SALICO,770.0
2023-07-16,Sagarmatha Lumbini Insurance Co. Limited,SALICO,750.0
2023-07-13,Sagarmatha Lumbini Insurance Co. Limited,SALICO,770.0
2023-07-17,Sahas Urja Limited,SAHAS,491.0
2023-07-16,Sahas Urja Limited,SAHAS,496.0
2023-07-13,Sahas Urja Limited,SAHAS,499.0
2023-07-17,Salt Trading Corporation,STC,5005.0
2023-07-16,Salt Trading Corporation,STC,4990.0
2023-07-13,Salt Trading Corporation,STC,5001.0
2023-07-17,Samaj Laghubittya Bittiya Sanstha Limited,SAMAJ,72.1
2023-07-17,Samata Gharelu Laghubitta Bittiya Sanstha Limited,SMATA,715.0
2023-07-16,Samata Gharelu Laghubitta Bittiya Sanstha Limited,SMATA,716.0
2023-07-13,Samata Gharelu Laghubitta Bittiya Sanstha Limited,SMATA,693.3
2023-07-17,Samling Power Company Limited,SPC,417.0
2023-07-16,Samling Power Company Limited,SPC,422.0
2023-07-13,Samling Power Company Limited,SPC,431.0
2023-07-17,Samriddhi Finance Company Limited,SFCL,338.9
2023-07-16,Samriddhi Finance Company Limited,SFCL,330.4
2023-07-13,Samriddhi Finance Company Limited,SFCL,342.7
2023-07-17,Samudayik Laghubitta Bittiya Sanstha Limited,SLBSL,950.0
2023-07-16,Samudayik Laghubitta Bittiya Sanstha Limited,SLBSL,949.0
2023-07-13,Samudayik Laghubitta Bittiya Sanstha Limited,SLBSL,935.0
2023-07-17,Sanima Bank Limited,SANIMA,275.0
2023-07-16,Sanima Bank Limited,SANIMA,263.0
2023-07-13,Sanima Bank Limited,SANIMA,262.9
2023-07-17,Sanima Equity Fund,SAEF,11.6
2023-07-16,Sanima Equity Fund,SAEF,11.8
2023-07-13,Sanima Equity Fund,SAEF,11.2
2023-07-17,Sanima GIC Insurance Limited,SGIC,664.0
2023-07-16,Sanima GIC Insurance Limited,SGIC,654.0
2023-07-13,Sanima GIC Insurance Limited,SGIC,674.0
2023-07-17,Sanima Growth Fund,SAGF,9.8
2023-07-16,Sanima Growth Fund,SAGF,9.99
2023-07-13,Sanima Growth Fund,SAGF,9.09
2023-07-17,Sanima Large Cap Fund,SLCF,8.75
2023-07-16,Sanima Large Cap Fund,SLCF,8.92
2023-07-13,Sanima Large Cap Fund,SLCF,8.27
2023-07-17,Sanima Mai Hydropower Ltd.,SHPC,370.0
2023-07-16,Sanima Mai Hydropower Ltd.,SHPC,365.1
2023-07-13,Sanima Mai Hydropower Ltd.,SHPC,376.9
2023-07-17,Sanima Middle Tamor Hydropower Limited,TAMOR,293.0
2023-07-16,Sanima Middle Tamor Hydropower Limited,TAMOR,293.0
2023-07-13,Sanima Middle Tamor Hydropower Limited,TAMOR,304.5
2023-07-17,Sanima Reliance Life Insurance Limited,SRLI,575.0
2023-07-16,Sanima Reliance Life Insurance Limited,SRLI,563.0
2023-07-13,Sanima Reliance Life Insurance Limited,SRLI,578.0
2023-07-17,Saptakoshi Development Bank Ltd,SAPDBL,265.0
2023-07-16,Saptakoshi Development Bank Ltd,SAPDBL,265.0
2023-07-13,Saptakoshi Development Bank Ltd,SAPDBL,274.0
2023-07-17,Sayapatri Hydropower Limited,SPHL,379.0
2023-07-16,Sayapatri Hydropower Limited,SPHL,368.5
2023-07-13,Sayapatri Hydropower Limited,SPHL,390.0
2023-07-16,Shangri-la Development Bank Debenture 2087,SDBD87,864.5
2023-07-13,Shangri-la Development Bank Debenture 2087,SDBD87,847.6
2023-07-17,Shangrila Development Bank Ltd.,SADBL,346.9
2023-07-16,Shangrila Development Bank Ltd.,SADBL,328.9
2023-07-13,Shangrila Development Bank Ltd.,SADBL,334.5
2023-07-17,Shikhar Insurance Co. Ltd.,SICL,869.0
2023-07-16,Shikhar Insurance Co. Ltd.,SICL,870.0
2023-07-13,Shikhar Insurance Co. Ltd.,SICL,873.0
2023-07-17,Shine Resunga Development Bank Ltd.,SHINE,410.0
2023-07-16,Shine Resunga Development Bank Ltd.,SHINE,392.0
2023-07-13,Shine Resunga Development Bank Ltd.,SHINE,396.0
2023-07-17,Shiva Shree Hydropower Ltd,SSHL,187.6
2023-07-16,Shiva Shree Hydropower Ltd,SSHL,189.0
2023-07-13,Shiva Shree Hydropower Ltd,SSHL,196.6
2023-07-17,Shree Investment Finance Co. Ltd.,SIFC,393.0
2023-07-16,Shree Investment Finance Co. Ltd.,SIFC,384.0
2023-07-13,Shree Investment Finance Co. Ltd.,SIFC,394.7
2023-07-17,Shrijanshil Laghubitta Bittiya Sanstha Limited,SHLB,1305.7
2023-07-16,Shrijanshil Laghubitta Bittiya Sanstha Limited,SHLB,1230.0
2023-07-13,Shrijanshil Laghubitta Bittiya Sanstha Limited,SHLB,1165.2
2023-07-17,Shuvam Power Limited,SPL,810.0
2023-07-16,Shuvam Power Limited,SPL,810.0
2023-07-13,Shuvam Power Limited,SPL,802.5
2023-07-17,Siddhartha Bank Limited,SBL,267.0
2023-07-16,Siddhartha Bank Limited,SBL,253.9
2023-07-13,Siddhartha Bank Limited,SBL,249.0
2023-07-17,Siddhartha Equity Fund,SEF,9.3
2023-07-16,Siddhartha Equity Fund,SEF,9.43
2023-07-13,Siddhartha Equity Fund,SEF,8.92
2023-07-17,Siddhartha Investment Growth Scheme - 2,SIGS2,9.01
2023-07-16,Siddhartha Investment Growth Scheme - 2,SIGS2,9.21
2023-07-13,Siddhartha Investment Growth Scheme - 2,SIGS2,8.99
2023-07-17,Siddhartha Premier Insurance Limited,SPIL,795.0
2023-07-16,Siddhartha Premier Insurance Limited,SPIL,786.0
2023-07-13,Siddhartha Premier Insurance Limited,SPIL,795.0
2023-07-17,Sikles Hydropower Limited,SIKLES,402.0
2023-07-16,Sikles Hydropower Limited,SIKLES,392.1
2023-07-13,Sikles Hydropower Limited,SIKLES,407.9
2023-07-17,Sindhu Bikash Bank Ltd,SINDU,287.0
2023-07-16,Sindhu Bikash Bank Ltd,SINDU,291.0
2023-07-13,Sindhu Bikash Bank Ltd,SINDU,291.0
2023-07-17,Singati Hydro Energy Limited,SHEL,284.0
2023-07-16,Singati Hydro Energy Limited,SHEL,290.0
2023-07-13,Singati Hydro Energy Limited,SHEL,290.8
2023-07-17,Soaltee Hotel Limited,SHL,499.5
2023-07-16,Soaltee Hotel Limited,SHL,494.0
2023-07-13,Soaltee Hotel Limited,SHL,499.0
2023-07-17,Standard Chartered Bank Limited,SCB,547.0
2023-07-16,Standard Chartered Bank Limited,SCB,540.0
2023-07-13,Standard Chartered Bank Limited,SCB,539.0
2023-07-13,Summit Laghubitta Bittiya Sanstha Limited,SMFDB,1002.9
2023-07-13,Sunrise Bank Limited,SRBL,175.0
2023-07-17,Sunrise Bluechip Fund,SBCF,8.14
2023-07-16,Sunrise Bluechip Fund,SBCF,7.99
2023-07-13,Sunrise Bluechip Fund,SBCF,8.0
2023-07-17,Sunrise First Mutual Fund,SFMF,11.12
2023-07-16,Sunrise First Mutual Fund,SFMF,11.1
2023-07-13,Sunrise First Mutual Fund,SFMF,11.18
2023-07-17,Sunrise Focused Equity Fund,SFEF,9.68
2023-07-16,Sunrise Focused Equity Fund,SFEF,9.68
2023-07-13,Sunrise Focused Equity Fund,SFEF,9.17
2023-07-17,Super Madi Hydropower Limited,SMHL,413.6
2023-07-16,Super Madi Hydropower Limited,SMHL,422.0
2023-07-13,Super Madi Hydropower Limited,SMHL,433.9
2023-07-17,Super Mai Hydropower Limited,SMH,570.0
2023-07-16,Super Mai Hydropower Limited,SMH,564.8
2023-07-13,Super Mai Hydropower Limited,SMH,561.0
2023-07-17,Support Microfinance Bittiya Sanstha Ltd.,SMB,972.9
2023-07-16,Support Microfinance Bittiya Sanstha Ltd.,SMB,955.8
2023-07-13,Support Microfinance Bittiya Sanstha Ltd.,SMB,967.0
2023-07-17,SuryaJyoti Life Insurance Company Limited,SJLIC,625.0
2023-07-16,SuryaJyoti Life Insurance Company Limited,SJLIC,627.9
2023-07-13,SuryaJyoti Life Insurance Company Limited,SJLIC,637.0
2023-07-17,Suryodaya Womi Laghubitta Bittiya Sanstha Limited,SWMF,762.0
2023-07-16,Suryodaya Womi Laghubitta Bittiya Sanstha Limited,SWMF,738.0
2023-07-13,Suryodaya Womi Laghubitta Bittiya Sanstha Limited,SWMF,752.0
2023-07-17,Swabalamban Laghubitta Bittiya Sanstha Limited,SWBBL,898.0
2023-07-16,Swabalamban Laghubitta Bittiya Sanstha Limited,SWBBL,900.6
2023-07-13,Swabalamban Laghubitta Bittiya Sanstha Limited,SWBBL,892.5
2023-07-17,Swabhimaan Laghubitta Bittiya Sanstha Limited,SMFBS,1173.0
2023-07-16,Swabhimaan Laghubitta Bittiya Sanstha Limited,SMFBS,1152.0
2023-07-13,Swabhimaan Laghubitta Bittiya Sanstha Limited,SMFBS,1176.0
2023-07-17,Swarojgar Laghu Bitta Bikas Bank Ltd.,SLBBL,720.0
2023-07-16,Swarojgar Laghu Bitta Bikas Bank Ltd.,SLBBL,709.0
2023-07-13,Swarojgar Laghu Bitta Bikas Bank Ltd.,SLBBL,725.2
2023-07-17,Swet-Ganga Hydropower & Construction Limited ,SGHC,280.0
2023-07-16,Swet-Ganga Hydropower & Construction Limited ,SGHC,275.0
2023-07-13,Swet-Ganga Hydropower & Construction Limited ,SGHC,287.0
2023-07-17,Synergy Power Development Ltd.,SPDL,258.5
2023-07-16,Synergy Power Development Ltd.,SPDL,254.5
2023-07-13,Synergy Power Development Ltd.,SPDL,265.0
2023-07-17,Taragaon Regency Hotel Limited,TRH,815.9
2023-07-16,Taragaon Regency Hotel Limited,TRH,796.0
2023-07-13,Taragaon Regency Hotel Limited,TRH,811.0
2023-07-17,Terhathum Power Company Limited,TPC,377.0
2023-07-16,Terhathum Power Company Limited,TPC,377.0
2023-07-13,Terhathum Power Company Limited,TPC,396.0
2023-07-17,UNIVERSAL POWER COMPANY LTD,UPCL,227.0
2023-07-16,UNIVERSAL POWER COMPANY LTD,UPCL,221.0
2023-07-13,UNIVERSAL POWER COMPANY LTD,UPCL,229.5
2023-07-17,Unilever Nepal Limited,UNL,33657.9
2023-07-16,Unilever Nepal Limited,UNL,32998.0
2023-07-13,Unilever Nepal Limited,UNL,32700.0
2023-07-17,Union Hydropower Limited,UNHPL,203.9
2023-07-16,Union Hydropower Limited,UNHPL,205.0
2023-07-13,Union Hydropower Limited,UNHPL,211.0
2023-07-17,Unique Nepal Laghubitta Bittiya Sanstha Limited,UNLB,1340.0
2023-07-16,Unique Nepal Laghubitta Bittiya Sanstha Limited,UNLB,1365.0
2023-07-13,Unique Nepal Laghubitta Bittiya Sanstha Limited,UNLB,1400.7
2023-07-17,United Ajod Insurance Limited,UAIL,538.4
2023-07-17,United IDI Mardi RB Hydropower Limited.,UMRH,460.0
2023-07-16,United IDI Mardi RB Hydropower Limited.,UMRH,444.0
2023-07-13,United IDI Mardi RB Hydropower Limited.,UMRH,457.0
2023-07-17,United Modi Hydropower Ltd.,UMHL,218.0
2023-07-16,United Modi Hydropower Ltd.,UMHL,219.3
2023-07-13,United Modi Hydropower Ltd.,UMHL,225.9
2023-07-17,Unnati Sahakarya Laghubitta Bittiya Sanstha Limited,USLB,852.0
2023-07-16,Unnati Sahakarya Laghubitta Bittiya Sanstha Limited,USLB,836.5
2023-07-13,Unnati Sahakarya Laghubitta Bittiya Sanstha Limited,USLB,853.1
2023-07-17,Upakar Laghubitta Bittiya Sanstha Limited,ULBSL,1407.9
2023-07-16,Upakar Laghubitta Bittiya Sanstha Limited,ULBSL,1407.0
2023-07-13,Upakar Laghubitta Bittiya Sanstha Limited,ULBSL,1458.0
2023-07-17,Upper Hewakhola Hydropower Company Limited,UHEWA,309.0
2023-07-16,Upper Hewakhola Hydropower Company Limited,UHEWA,305.0
2023-07-13,Upper Hewakhola Hydropower Company Limited,UHEWA,325.0
2023-07-17,Upper Solu Hydro Electric Company Limited,USHEC,263.0
2023-07-16,Upper Solu Hydro Electric Company Limited,USHEC,270.0
2023-07-13,Upper Solu Hydro Electric Company Limited,USHEC,275.0
2023-07-17,Upper Tamakoshi Hydropower Ltd,UPPER,429.9
2023-07-16,Upper Tamakoshi Hydropower Ltd,UPPER,437.5
2023-07-13,Upper Tamakoshi Hydropower Ltd,UPPER,445.0
2023-07-13,Vijaya laghubitta Bittiya Sanstha Ltd.,VLBS,723.0
2023-07-17,Wean Nepal Laghubitta Bittiya Sanstha Limited,WNLB,835.0
2023-07-16,Wean Nepal Laghubitta Bittiya Sanstha Limited,WNLB,805.0
2023-07-13,Wean Nepal Laghubitta Bittiya Sanstha Limited,WNLB,810.0
